,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,11/7/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,"CONSUMO DEL DIA (Temp máx:30,6°)",CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,30000,1000.0,162.0,3540.0,0.16,0.12,
2,632,I33040,OFIC AMA,PLAYA,11000,366.7,600.0,3255.0,1.64,0.30,
3,2458,D10200,IES COLECCIONES,BOYEROS,9000,300.0,260.0,1635.0,0.87,0.18,
4,2459,D10250,IES HERBARIO,BOYEROS,4000,133.3,172.0,969.0,1.29,0.24,
5,2460,D1300,IES BOLERA,BOYEROS,3100,103.3,54.0,404.0,0.52,0.13,
6,588,D1350,IES EDIFICIO,BOYEROS,8000,266.7,25.0,408.0,0.09,0.05,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,4970,165.7,149.0,1097.0,0.90,0.22,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,30,1.0,1.0,3.0,1.00,0.10,
9,Y14201,R2002,IDO - ANEXO,PLAYA,500,16.7,17.0,195.0,1.02,0.39,
10,P34604,Q48941,IGT F # 302,PLAZA,1200,40.0,57.0,307.0,1.43,0.26,
11,P34348,Q33035,IGT # 304,PLAZA,500,16.7,88.0,412.0,5.28,0.82,
12,P44252,I20170,IGT 13 # 409,PLAZA,5500,183.3,163.0,1326.0,0.89,0.24,
13,900,E21300,ACUARIO V,PLAYA,48100,1603.3,1291.0,9018.0,0.81,0.19,
14,901,E21200,ACUARIO N,PLAYA,68000,2266.7,1983.0,13021.0,0.87,0.19,
15,LO4282,B58200,IGA (Casa Central),PLAYA,2300,76.7,15.0,317.0,0.20,0.14,
16,LO4280,B58180,IGA (Carpintería),PLAYA,2800,93.3,51.0,330.0,0.55,0.12,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,2300,76.7,0.0,202.0,0.00,0.09,
18,LO4281,B58190,IGA (Sismología),PLAYA,350,11.7,12.0,81.0,1.03,0.23,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3600,120.0,5.0,295.0,0.04,0.08,
20,B39365,B45903,IGA (EST CACAHUAL),BOYEROS,300,10.0,40.0,153.0,4.00,0.51,
21,P66159,H05400,CEBIMAR,PLAZA,3145,104.8,444.0,1292.0,4.24,0.41,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,51150,1705.0,1257.0,9162.0,0.74,0.18,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,700,23.3,14.0,94.0,0.60,0.13,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,14.0,0.30,0.07,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,100,3.3,2.0,14.0,0.60,0.14,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,200,6.7,1.0,7.0,0.15,0.04,
27,363,T20079,CGDC,CTRO HABANA,9300,310.0,400.0,2051.0,1.29,0.22,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,15600,520.0,530.0,3096.0,1.02,0.20,
29,7849,W20202,INIMET (Industria),CTRO HABANA,5605,186.8,199.0,1257.0,1.07,0.22,
30,C54382,E53500,INIMET (CERRO),CERRO,1600,53.3,44.0,272.0,0.83,0.17,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,400,13.3,10.0,73.0,0.75,0.18,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,8300,276.7,203.0,1292.0,0.73,0.16,
