,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,5/5/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,38000,1225.8,302.0,4137.0,0.25,0.11,
2,632,I33040,OFIC AMA,PLAYA,14000,466.7,110.0,1466.0,0.24,0.10,
3,2458,D10200,IES COLECCIONES,BOYEROS,5942,198.1,100.0,1127.0,0.50,0.19,
4,2459,D10250,IES HERBARIO,BOYEROS,2200,73.3,50.0,572.0,0.68,0.26,
5,2460,D1300,IES BOLERA,BOYEROS,3100,103.3,40.0,283.0,0.39,0.09,
6,588,D1350,IES EDIFICIO,BOYEROS,5000,166.7,30.0,307.0,0.18,0.06,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,5400,180.0,100.0,769.0,0.56,0.14,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,100,3.3,1.0,15.0,0.30,0.15,
9,Y14201,R2002,IDO - ANEXO,PLAYA,200,6.7,4.0,31.0,0.60,0.16,
10,P34604,Q48941,IGT F # 302,PLAZA,1500,50.0,10.0,143.0,0.20,0.10,
11,P34348,Q33035,IGT # 304,PLAZA,1200,40.0,10.0,75.0,0.25,0.06,
12,P44252,I20170,IGT 13 # 409,PLAZA,4500,150.0,65.0,380.0,0.43,0.08,
13,900,E21300,ACUARIO V,PLAYA,50000,1666.7,1466.0,6933.0,0.88,0.14,
14,901,E21200,ACUARIO N,PLAYA,74000,2466.7,2116.0,10055.0,0.86,0.14,
15,LO4282,B58200,IGA (Casa Central),PLAYA,2300,76.7,58.0,293.0,0.76,0.13,
16,LO4280,B58180,IGA (Carpintería),PLAYA,2600,86.7,126.0,553.0,1.45,0.21,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,2400,80.0,44.0,254.0,0.55,0.11,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,1.0,3.0,0.15,0.02,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3500,116.7,81.0,431.0,0.69,0.12,
20,B39365,B45903,IGA (EST CACAHUAL),BOYEROS,300,10.0,7.0,38.0,0.70,0.13,
21,P66159,H05400,CEBIMAR,PLAZA,3200,106.7,71.0,428.0,0.67,0.13,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,53900,1796.7,1148.0,7121.0,0.64,0.13,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,700,23.3,13.0,68.0,0.56,0.10,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,100,3.3,2.0,10.0,0.60,0.10,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,200,6.7,2.0,10.0,0.30,0.05,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,100,3.3,2.0,10.0,0.60,0.10,
27,363,T20079,CGDC,CTRO HABANA,9300,310.0,45.0,780.0,0.15,0.08,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,15270,509.0,2300.0,3532.0,4.52,0.23,
29,7849,W20202,INIMET (Industria),CTRO HABANA,7150,238.3,100.0,828.0,0.42,0.12,
30,C54382,E53500,INIMET (CERRO),CERRO,1700,56.7,10.0,97.0,0.18,0.06,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,420,14.0,5.0,37.0,0.36,0.09,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,6200,206.7,160.0,824.0,0.77,0.13,
