,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,1/2/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,23500,758.1,195.0,380.0,0.26,0.02,
2,632,I33040,OFIC AMA,PLAYA,8000,266.7,80.0,189.0,0.30,0.02,
3,2458,D10200,IES COLECCIONES,BOYEROS,5000,166.7,100.0,200.0,0.60,0.04,
4,2459,D10250,IES HERBARIO,BOYEROS,2100,70.0,15.0,30.0,0.21,0.01,
5,2460,D1300,IES BOLERA,BOYEROS,1700,56.7,30.0,60.0,0.53,0.04,
6,588,D1350,IES EDIFICIO,BOYEROS,1700,56.7,30.0,60.0,0.53,0.04,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,1500,50.0,50.0,100.0,1.00,0.07,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,2000,66.7,3.0,6.0,0.05,0.00,
9,Y14201,R2002,IDO - ANEXO,PLAYA,2000,66.7,8.0,16.0,0.12,0.01,
10,P34604,Q48941,IGT F # 302,PLAZA,1700,56.7,15.0,25.0,0.26,0.01,
11,P34348,Q33035,IGT # 304,PLAZA,1500,50.0,5.0,15.0,0.10,0.01,
12,P44252,I20170,IGT 13 # 409,PLAZA,2500,83.3,35.0,65.0,0.42,0.03,
13,900,E21300,ACUARIO V,PLAYA,60000,2000.0,1000.0,2000.0,0.50,0.03,
14,901,E21200,ACUARIO N,PLAYA,70500,2350.0,1400.0,2800.0,0.60,0.04,
15,LO4282,B58200,IGA (Casa Central),PLAYA,300,10.0,20.0,45.0,2.00,0.15,
16,LO4280,B58180,IGA (Carpintería),PLAYA,1900,63.3,10.0,20.0,0.16,0.01,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,1900,63.3,10.0,25.0,0.16,0.01,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,0.0,0.0,0.00,0.00,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3400,113.3,20.0,40.0,0.18,0.01,
20,B39365,B45903,IGA (EST STGO VEGAS),BOYEROS,1900,63.3,5.0,10.0,0.08,0.01,
21,P66159,H05400,CEBIMAR,PLAZA,3000,100.0,80.0,160.0,0.80,0.05,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,39200,1306.7,1500.0,3000.0,1.15,0.08,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,300,10.0,10.0,20.0,1.00,0.07,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,4.0,0.30,0.02,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,100,3.3,2.0,4.0,0.60,0.04,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,200,6.7,2.0,4.0,0.30,0.02,
27,363,T20079,CGDC,CTRO HABANA,7300,243.3,51.0,101.0,0.21,0.01,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,8812,293.7,2.0,4.0,0.01,0.00,
29,7849,W20202,INIMET (Industria),CTRO HABANA,3663,122.1,1.0,3.0,0.01,0.00,
30,C54382,E53500,INIMET (CERRO),CERRO,800,26.7,1.0,2.0,0.04,0.00,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,350,11.7,1.0,2.0,0.09,0.01,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,5900,196.7,80.0,160.0,0.41,0.03,
