,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,1/7/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,23500,758.1,1110.0,4373.0,1.46,0.19,
2,632,I33040,OFIC AMA,PLAYA,8000,266.7,501.0,2050.0,1.88,0.26,
3,2458,D10200,IES COLECCIONES,BOYEROS,5000,166.7,269.0,1403.0,1.61,0.28,
4,2459,D10250,IES HERBARIO,BOYEROS,2100,70.0,8.0,383.0,0.11,0.18,
5,2460,D1300,IES BOLERA,BOYEROS,1700,56.7,56.0,300.0,0.99,0.18,
6,588,D1350,IES EDIFICIO,BOYEROS,1700,56.7,121.0,407.0,2.14,0.24,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,1500,50.0,0.0,340.0,0.00,0.23,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,2000,66.7,0.0,28.0,0.00,0.01,
9,Y14201,R2002,IDO - ANEXO,PLAYA,2000,66.7,7.0,97.0,0.11,0.05,
10,P34604,Q48941,IGT F # 302,PLAZA,1700,56.7,64.0,200.0,1.13,0.12,
11,P34348,Q33035,IGT # 304,PLAZA,1500,50.0,30.0,120.0,0.60,0.08,
12,P44252,I20170,IGT 13 # 409,PLAZA,2500,83.3,123.0,575.0,1.48,0.23,
13,900,E21300,ACUARIO V,PLAYA,60000,2000.0,1221.0,8525.0,0.61,0.14,
14,901,E21200,ACUARIO N,PLAYA,70500,2350.0,1632.0,12161.0,0.69,0.17,
15,LO4282,B58200,IGA (Casa Central),PLAYA,300,10.0,65.0,297.0,6.50,0.99,
16,LO4280,B58180,IGA (Carpintería),PLAYA,1900,63.3,170.0,766.0,2.68,0.40,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,1900,63.3,120.0,510.0,1.89,0.27,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,2.0,8.0,0.30,0.04,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3400,113.3,170.0,804.0,1.50,0.24,
20,B39365,B45903,IGA (EST STGO VEGAS),BOYEROS,1900,63.3,15.0,79.0,0.24,0.04,
21,P66159,H05400,CEBIMAR,PLAZA,3000,100.0,208.0,656.0,2.08,0.22,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,39200,1306.7,1649.0,9268.0,1.26,0.24,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,300,10.0,13.0,79.0,1.30,0.26,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,13.0,0.30,0.07,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,100,3.3,2.0,16.0,0.60,0.16,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,200,6.7,2.0,14.0,0.30,0.07,
27,363,T20079,CGDC,CTRO HABANA,7300,243.3,393.0,1204.0,1.62,0.16,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,8812,293.7,465.0,1729.0,1.58,0.20,
29,7849,W20202,INIMET (Industria),CTRO HABANA,3663,122.1,188.0,628.0,1.54,0.17,
30,C54382,E53500,INIMET (CERRO),CERRO,800,26.7,46.0,165.0,1.73,0.21,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,350,11.7,10.0,39.0,0.86,0.11,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,5900,196.7,240.0,1040.0,1.22,0.18,
