,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,3/11/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,26000,838.7,473.0,6130.0,0.56,0.24,
2,632,I33040,OFIC AMA,PLAYA,11800,393.3,348.0,2434.0,0.88,0.21,
3,2458,D10200,IES COLECCIONES,BOYEROS,7100,236.7,120.0,2315.0,0.51,0.33,
4,2459,D10250,IES HERBARIO,BOYEROS,3700,123.3,30.0,834.0,0.24,0.23,
5,2460,D1300,IES BOLERA,BOYEROS,2200,73.3,20.0,517.0,0.27,0.24,
6,588,D1350,IES EDIFICIO,BOYEROS,2500,83.3,20.0,669.0,0.24,0.27,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,4770,159.0,147.0,1381.0,0.92,0.29,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,130,4.3,1.0,9.0,0.23,0.07,
9,Y14201,R2002,IDO - ANEXO,PLAYA,300,10.0,10.0,78.0,1.00,0.26,
10,P34604,Q48941,IGT F # 302,PLAZA,1500,50.0,42.0,292.0,0.84,0.19,
11,P34348,Q33035,IGT # 304,PLAZA,1200,40.0,18.0,205.0,0.45,0.17,
12,P44252,I20170,IGT 13 # 409,PLAZA,4200,140.0,107.0,1015.0,0.76,0.24,
13,900,E21300,ACUARIO V,PLAYA,39200,1306.7,1077.0,10685.0,0.82,0.27,
14,901,E21200,ACUARIO N,PLAYA,70700,2356.7,1542.0,18615.0,0.65,0.26,
15,LO4282,B58200,IGA (Casa Central),PLAYA,300,10.0,48.0,396.0,4.80,1.32,
16,LO4280,B58180,IGA (Carpintería),PLAYA,2600,86.7,78.0,533.0,0.90,0.21,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,2300,76.7,46.0,321.0,0.60,0.14,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,0.0,1.0,0.00,0.01,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3500,116.7,90.0,467.0,0.77,0.13,
20,B39365,B45903,IGA (EST CACAHUAL),BOYEROS,2300,76.7,9.0,99.0,0.12,0.04,
21,P66159,H05400,CEBIMAR,PLAZA,3100,103.3,156.0,1125.0,1.51,0.36,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,45750,1525.0,1100.0,12289.0,0.72,0.27,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,200,6.7,10.0,143.0,1.50,0.72,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,22.0,0.30,0.11,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,200,6.7,2.0,24.0,0.30,0.12,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,100,3.3,2.0,22.0,0.60,0.22,
27,363,T20079,CGDC,CTRO HABANA,7800,260.0,163.0,1731.0,0.63,0.22,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,12000,400.0,326.0,2443.0,0.82,0.20,
29,7849,W20202,INIMET (Industria),CTRO HABANA,5820,194.0,156.0,1005.0,0.80,0.17,
30,C54382,E53500,INIMET (CERRO),CERRO,980,32.7,35.0,248.0,1.07,0.25,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,360,12.0,9.0,100.0,0.75,0.28,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,5900,196.7,120.0,1650.0,0.61,0.28,
