,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,3/6/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,26000,838.7,860.0,3104.0,1.03,0.12,
2,632,I33040,OFIC AMA,PLAYA,11800,393.3,308.0,1418.0,0.78,0.12,
3,2458,D10200,IES COLECCIONES,BOYEROS,7100,236.7,0.0,1583.0,0.00,0.22,
4,2459,D10250,IES HERBARIO,BOYEROS,3700,123.3,45.0,570.0,0.36,0.15,
5,2460,D1300,IES BOLERA,BOYEROS,2200,73.3,38.0,335.0,0.52,0.15,
6,588,D1350,IES EDIFICIO,BOYEROS,2500,83.3,39.0,466.0,0.47,0.19,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,4770,159.0,137.0,798.0,0.86,0.17,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,130,4.3,1.0,5.0,0.23,0.04,
9,Y14201,R2002,IDO - ANEXO,PLAYA,300,10.0,9.0,36.0,0.90,0.12,
10,P34604,Q48941,IGT F # 302,PLAZA,1500,50.0,38.0,167.0,0.76,0.11,
11,P34348,Q33035,IGT # 304,PLAZA,1200,40.0,20.0,122.0,0.50,0.10,
12,P44252,I20170,IGT 13 # 409,PLAZA,4200,140.0,130.0,585.0,0.93,0.14,
13,900,E21300,ACUARIO V,PLAYA,39200,1306.7,1188.0,6260.0,0.91,0.16,
14,901,E21200,ACUARIO N,PLAYA,70700,2356.7,938.0,9333.0,0.40,0.13,
15,LO4282,B58200,IGA (Casa Central),PLAYA,300,10.0,46.0,212.0,4.60,0.71,
16,LO4280,B58180,IGA (Carpintería),PLAYA,2600,86.7,57.0,248.0,0.66,0.10,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,2300,76.7,39.0,167.0,0.51,0.07,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,0.0,1.0,0.00,0.01,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3500,116.7,45.0,185.0,0.39,0.05,
20,B39365,B45903,IGA (EST CACAHUAL),BOYEROS,2300,76.7,8.0,55.0,0.10,0.02,
21,P66159,H05400,CEBIMAR,PLAZA,3100,103.3,182.0,616.0,1.76,0.20,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,45750,1525.0,1245.0,6863.0,0.82,0.15,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,200,6.7,13.0,79.0,1.95,0.40,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,12.0,0.30,0.06,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,200,6.7,2.0,13.0,0.30,0.07,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,100,3.3,2.0,12.0,0.60,0.12,
27,363,T20079,CGDC,CTRO HABANA,7800,260.0,160.0,1021.0,0.62,0.13,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,12000,400.0,240.0,1300.0,0.60,0.11,
29,7849,W20202,INIMET (Industria),CTRO HABANA,5820,194.0,130.0,543.0,0.67,0.09,
30,C54382,E53500,INIMET (CERRO),CERRO,980,32.7,20.0,124.0,0.61,0.13,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,360,12.0,10.0,54.0,0.83,0.15,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,5900,196.7,160.0,1130.0,0.81,0.19,
