,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,1/6/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,23500,758.1,900.0,4533.0,1.19,0.19,
2,632,I33040,OFIC AMA,PLAYA,11000,366.7,377.0,1573.0,1.03,0.14,
3,2458,D10200,IES COLECCIONES,BOYEROS,6300,210.0,217.0,1008.0,1.03,0.16,
4,2459,D10250,IES HERBARIO,BOYEROS,2200,73.3,48.0,281.0,0.65,0.13,
5,2460,D1300,IES BOLERA,BOYEROS,2100,70.0,45.0,236.0,0.64,0.11,
6,588,D1350,IES EDIFICIO,BOYEROS,2100,70.0,41.0,228.0,0.59,0.11,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,2100,70.0,150.0,732.0,2.14,0.35,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,1400,46.7,1.0,9.0,0.02,0.01,
9,Y14201,R2002,IDO - ANEXO,PLAYA,1800,60.0,8.0,52.0,0.13,0.03,
10,P34604,Q48941,IGT F # 302,PLAZA,1950,65.0,42.0,192.0,0.65,0.10,
11,P34348,Q33035,IGT # 304,PLAZA,1550,51.7,30.0,140.0,0.58,0.09,
12,P44252,I20170,IGT 13 # 409,PLAZA,3200,106.7,87.0,572.0,0.82,0.18,
13,900,E21300,ACUARIO V,PLAYA,50000,1666.7,1178.0,6797.0,0.71,0.14,
14,901,E21200,ACUARIO N,PLAYA,74000,2466.7,1856.0,10078.0,0.75,0.14,
15,LO4282,B58200,IGA (Casa Central),PLAYA,300,10.0,60.0,240.0,6.00,0.80,
16,LO4280,B58180,IGA (Carpintería),PLAYA,1900,63.3,250.0,480.0,3.95,0.25,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,1900,63.3,170.0,330.0,2.68,0.17,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,0.0,2.0,0.00,0.01,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3400,113.3,40.0,360.0,0.35,0.11,
20,B39365,B45903,IGA (EST STGO VEGAS),BOYEROS,1900,63.3,85.0,112.0,1.34,0.06,
21,P66159,H05400,CEBIMAR,PLAZA,2700,90.0,90.0,532.0,1.00,0.20,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,40330,1344.3,1483.0,7489.0,1.10,0.19,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,200,6.7,10.0,63.0,1.50,0.32,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,12.0,0.30,0.06,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,100,3.3,2.0,12.0,0.60,0.12,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,100,3.3,2.0,12.0,0.60,0.12,
27,363,T20079,CGDC,CTRO HABANA,6200,206.7,247.0,1130.0,1.20,0.18,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,11500,383.3,362.0,1553.0,0.94,0.14,
29,7849,W20202,INIMET (Industria),CTRO HABANA,4145,138.2,172.0,614.0,1.24,0.15,
30,C54382,E53500,INIMET (CERRO),CERRO,1000,33.3,30.0,136.0,0.90,0.14,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,350,11.7,11.0,57.0,0.94,0.16,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,5900,196.7,160.0,800.0,0.81,0.14,
