,,,PARTE DIARIO OLPP,,,,,,,,
,,,CONSUMO ENERGIA ELECTRICA (KWh),,,,,,,,
,,,,,,,,,,,
,ACUMULADO HASTA:,,,,1/4/2013,,,,,,
,CODCLI,RUTA-FOLIO,NOMBRE DEL SERVICIO SERVICIOS,MUNICIPIO,PLAN ,PLAN DIA,CONSUMO DEL DIA,CONSUMO ACUMULADO,%(DIARIO),%(ACUMULADO),
,1,,2,3,4,5,6,7,6/5,7/4,
1,212,A04361,MNHN,HAB VIEJA,23500,758.1,916.0,2793.0,1.21,0.12,
2,632,I33040,OFIC AMA,PLAYA,11000,366.7,364.0,832.0,0.99,0.08,
3,2458,D10200,IES COLECCIONES,BOYEROS,6300,210.0,141.0,611.0,0.67,0.10,
4,2459,D10250,IES HERBARIO,BOYEROS,2200,73.3,48.0,233.0,0.65,0.11,
5,2460,D1300,IES BOLERA,BOYEROS,2100,70.0,44.0,158.0,0.63,0.08,
6,588,D1350,IES EDIFICIO,BOYEROS,2100,70.0,40.0,159.0,0.57,0.08,
7,770,R11240,IDO ( EDIF CENTRAL),PLAYA,2100,70.0,141.0,411.0,2.01,0.20,
8,Y13186,R27040,IDO (GEOMANTICA),PLAYA,1400,46.7,1.0,7.0,0.02,0.01,
9,Y14201,R2002,IDO - ANEXO,PLAYA,1800,60.0,12.0,33.0,0.20,0.02,
10,P34604,Q48941,IGT F # 302,PLAZA,1950,65.0,43.0,103.0,0.66,0.05,
11,P34348,Q33035,IGT # 304,PLAZA,1550,51.7,20.0,80.0,0.39,0.05,
12,P44252,I20170,IGT 13 # 409,PLAZA,3200,106.7,90.0,365.0,0.84,0.11,
13,900,E21300,ACUARIO V,PLAYA,50000,1666.7,1071.0,4432.0,0.64,0.09,
14,901,E21200,ACUARIO N,PLAYA,74000,2466.7,1494.0,6455.0,0.61,0.09,
15,LO4282,B58200,IGA (Casa Central),PLAYA,300,10.0,60.0,140.0,6.00,0.47,
16,LO4280,B58180,IGA (Carpintería),PLAYA,1900,63.3,70.0,200.0,1.11,0.11,
17,LO4103,B51028,IGA (Centro Cálculo),PLAYA,1900,63.3,50.0,130.0,0.79,0.07,
18,LO4281,B58190,IGA (Sismología),PLAYA,200,6.7,1.0,2.0,0.15,0.01,
19,LO4104,B51032,IGA (Astronomía),PLAYA,3400,113.3,80.0,260.0,0.71,0.08,
20,B39365,B45903,IGA (EST STGO VEGAS),BOYEROS,1900,63.3,8.0,22.0,0.13,0.01,
21,P66159,H05400,CEBIMAR,PLAZA,2700,90.0,108.0,342.0,1.20,0.13,
22,1249,O10800,INSMET (SEDE CENTRAL),REGLA,40330,1344.3,1397.0,4988.0,1.04,0.12,
23,B53585,B10037,INSMET (Est Met STGO VEGAS),BOYEROS,200,6.7,10.0,44.0,1.50,0.22,
24,H15191,K53881,INSMET (Galiano - Bibiloteca ),PLAZA,200,6.7,2.0,8.0,0.30,0.04,
25,P22968,K63431,INSMET (CALLE 23 - 200),PLAZA,100,3.3,2.0,8.0,0.60,0.08,
26,P22969,Q33035,INSMET (CALLE 23 - 100),PLAZA,100,3.3,2.0,8.0,0.60,0.08,
27,363,T20079,CGDC,CTRO HABANA,6200,206.7,296.0,626.0,1.43,0.10,
28,7850,W20092,INIMET (Consulado),CTRO HABANA,11500,383.3,280.0,866.0,0.73,0.08,
29,7849,W20202,INIMET (Industria),CTRO HABANA,4145,138.2,111.0,317.0,0.80,0.08,
30,C54382,E53500,INIMET (CERRO),CERRO,1000,33.3,22.0,77.0,0.66,0.08,
31,Y78985,K54565,INIMET (MIRAMAR),PLAYA,350,11.7,12.0,36.0,1.03,0.10,
32,P38815,S42315,OFIC ONN ( EDIF CENTRAL),PLAZA,5900,196.7,160.0,480.0,0.81,0.08,
