CODPROV;CODCLI;CRF;CLIENTE;REEUP;TARIFA;;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic;"TOTAL "
23;588;D10350;"CarrVarona Capdev km 3 1/2 ";6679;;;1614;1950;2312;2445;1895;1846;1797;1358;8953;9106;9581;7939;50796
23;770;R11240;"Calle 1ra # 18606";6744;;;1424;1950;1017;2738;2842;2123;1797;1629;1791;1912;958;794;20977
23;Y13186;R27040;"Calle 1ra # 18606";6744;;;1899;1300;2127;1174;1895;1569;899;1018;1611;1821;1629;1191;18133
23;Y14201;R20002;"Calle 1ra # 18606";6744;;;1899;1671;1202;978;1895;1939;2516;1358;1343;1821;1341;1032;18995
23;P34604;Q48941;"Calle F # 302";6759;;;1614;1810;1803;1956;1895;1846;1797;1154;1746;1821;1916;1350;20709
23;P34348;Q33035;"Calle F # 302";6759;;;1424;1439;1433;1565;1516;1477;1438;984;1388;1457;1533;1191;16845
23;P44256;I20170;"Calle F # 302";6759;;;2374;2971;3144;3521;3411;3324;3235;1290;2865;3278;3449;1985;34846
23;900;E21300;"Acuario Viejo ";8078;;;56966;46422;36250;46554;47370;36929;47628;44127;44764;45529;47906;32551;532995
23;901;E21200;"Acuario Nuevo";8078;;;66935;68705;65380;63572;70108;64625;71892;48200;62669;72846;57487;47636;760054
23;L04282;B58200;"Calle 212# 2906";6740;;;285;279;277;293;284;277;270;204;269;273;287;238;3236
23;L04280;B58180;"Calle 212# 2906";6740;;;1804;1764;2404;2641;2558;3047;3055;1629;2596;2550;2683;2223;28954
23;L04103;B51028;"Calle 212# 2906";6740;;;1804;1764;2127;2347;2274;2400;2426;1290;2059;2094;2204;1826;24616
23;L04281;B58190;"Calle 212# 2906";6740;;;190;186;185;196;284;185;180;136;269;273;287;79;2449
23;L04104;B51032;"Calle 212# 2906";6740;;;3228;3157;3237;3423;3411;3324;3235;2444;3223;3278;3449;2858;38266
23;B39365;B45903;"Est Stgo Vegas";6740;;;1804;1764;2127;2249;2274;2308;2426;1290;2059;2003;2204;1826;24334
23;P66159;H05400;CEBIMAR;12965;;;2848;2507;2867;2934;3032;3416;3235;1086;3223;3187;3066;2382;33783
23;1249;O10800;Observatorio;6749;;;53643;57935;55577;48608;50970;49485;48887;43448;52731;48170;51546;38585;599585
23;B33585;B10037;"Est Met";6749;;;285;186;185;489;663;646;539;136;269;455;671;556;5079
23;H15191;K53881;"Biblioteca (Galiano)";6749;;;190;186;185;98;95;185;180;68;179;182;192;159;1897
23;P22968;K63431;"Calle 23 y C";6749;;;95;93;185;196;189;92;180;68;90;91;96;79;1454
23;P22969;K63451;"Calle 23 y C";6749;;;190;93;92;98;95;185;90;136;179;91;192;159;1599
23;363;2303T20079;ININ;6730;;;6931;5756;7213;7433;7390;9048;7459;4073;8953;7285;8048;5319;84907
23;7850;W20092;"Consulado # 206";6729;;;8366;10677;11097;13497;14685;15233;14407;8520;15488;15671;15157;10902;153701
23;7849;W20202;"Industria # 157";6729;;;3478;3848;5382;6259;6774;6601;6246;3191;6580;5828;4791;3057;62034
23;C54382;K54565;"Leonor # 10";6729;;;760;928;925;1551;1753;1662;1438;747;1656;1730;1820;1270;16240
23;Y78985;E53500;"20 # 507 y 509 ";6729;;;332;325;370;391;426;415;368;217;403;364;335;278;4226
23;P38815;S42315;"Calle # 261 /11 y 13";6127;;;5602;5478;5456;5770;5590;5447;5302;4005;5282;5372;5653;4684;63641
23;P27024;M48241;"Calle # 261 /11 y 13";6127;;;570;557;555;587;568;554;539;407;537;546;575;476;6472
23;Z17001;I05361;"Calle # 261 /11 y 13";6127;;;380;371;370;391;379;369;359;272;358;364;383;318;4315
23;P38429;S26380;"OTN La Habana";9255;;;1709;1560;1776;1702;1895;2327;1797;1073;2686;1603;1916;2382;22424
23;Y60803;H41600;"OTN Art May";12373;;;722;789;758;978;947;1846;899;543;761;91;766;159;9260
23;602;T40241;"Ofic AENTA";12526;;;17849;18383;17848;16431;17811;18280;17344;11201;16831;15935;16959;14053;198925
23;Y62700;O23205;"Calle 20 # 4111 # 1";6798;;;95;90;102;112;116;128;117;63;116;102;107;86;1234
23;629;T40250;"Calle 20 # 4111 # 2";6798;;;9304;8805;9935;11017;11371;12607;11480;6219;11437;10028;10552;8393;121149
23;3279;T40262;"Calle 20 # 4111  # 3";6798;;;949;898;1014;1124;1160;1286;1171;634;1167;1023;1076;856;12356
23;P07280;D46231;"Calle 15 esq C";6678;;;1282;1299;1338;1463;991;876;1028;777;936;952;1002;830;12775
23;P07281;D46235;"Calle 15 esq C";6678;;;807;816;842;920;623;551;647;489;589;599;630;522;8036
23;P20002;J12641;"Calle 15 esq C";6678;;;5222;5292;5455;5965;4041;3569;4191;3166;3818;3884;4086;3386;52076
23;P28187;N06521;"Calle 15 esq C";6678;;;1709;1732;1785;1951;1322;1168;1371;1036;1249;1270;1337;1108;17037
23;P28188;N06530;"Calle 15 esq C";6678;;;285;289;298;326;221;195;228;172;209;212;223;185;2842
23;P38833;S42580;"Calle 15 esq C";6678;;;3798;3848;3967;4338;2939;2596;3047;2302;2777;2825;2972;2463;37872
23;1157;A21700;"Pedro Pi";11782;;;19178;19312;19235;20832;20464;19572;19950;12152;18084;17665;18587;15005;220037
23;2411;A10800;"Pta Trat Des (Managua)";11782;;;5412;5292;5271;5575;5400;5262;5122;3462;5103;5190;5461;4525;61077
23;618;H10270;CEADEN;6746;;;22786;24139;24968;29341;29369;30466;30554;15614;28649;28228;29701;21436;315253
23;1171;A21900;"Pedro Pi";6794;;;46807;45401;46145;47728;48223;50592;47898;32518;51478;52358;47810;37950;554908
23;1174;A21950;"Bombeo agua Pedro Pi";6794;;;10444;11606;11559;12225;11843;11540;9885;7807;11191;11382;11976;9527;130986
23;Y62772;O24360;"Ofic INNOMAX";12714;;;1327;1298;1833;2337;2405;2512;2543;1358;2329;1940;2043;1571;23496
23;603;T40240;CITMATEL;12071;;;26584;24604;24691;30319;31264;32313;31453;17651;29544;29139;28743;23818;330121
23;Nod_CODCLI(2);Nod_CRF(2);"Nodo Principal";12071;;;8782;8621;8859;10661;10952;11282;10982;6504;11245;11382;9773;7820;116861
23;7521;I11440;EMIDICT;5978;;;3038;2971;3237;3668;4832;4801;5392;4684;4566;3615;3804;3152;47759
23;H47147;B23312;"Alm EMIDICT";5978;;;90;88;88;93;90;88;85;64;85;87;91;75;1025
23;8983;H10156;TECE;40051;;;95;93;92;489;474;462;449;68;448;455;479;397;4001
23;8017;T40160;GECYT;12170;;;3988;3992;4161;4988;6963;6740;6623;2851;6446;6092;6036;4367;63247
23;Y60911;N45230;"Calle14# 308";60230;;;1766;1560;1720;1760;1990;1662;1797;1222;1791;1821;1916;1588;20593
23;Y77103;M39028;"Calle 14 # 308";60230;;;1557;1411;1979;2445;2369;2123;2247;1358;2238;2276;2395;1985;24383
23;Y71447;T42280;"Taller (Calle 43)";7753;;;1044;1021;1017;1076;1042;1016;989;747;985;1002;1054;873;11865
23;Y53574;K44035;"Piquera (7ma y 28)";7753;;;3133;3064;3052;3227;3126;3231;3145;2444;3223;3160;3162;2620;36587
23;Y37522;D33310;"Oficinas (47/22 y 24)";7753;;;4083;3992;3976;4206;4074;3970;3864;2919;3850;3915;4120;3414;46383
23;8988;L20525;Barbosa;7753;;;854;836;832;880;853;831;809;611;806;820;862;715;9708
23;Y17443;O20420;"Casa Visita Náutico";7753;;;1899;1857;1850;1956;1895;1846;1797;1358;1791;1821;1916;1588;21573
23;E07953;D31820;Guanabo;7753;;;1899;1857;1850;1956;1895;1846;1797;1358;1791;1821;1916;1588;21573
23;2536;B71250;"Taller Stgo Vegas";7753;;;3988;3899;3884;4108;3979;3878;3774;2851;3760;3824;4024;3335;45304
23;Y62692;O22120;"18a esq47";6761;;;3418;3342;3329;3472;3126;3047;3010;2240;2954;2914;3162;2620;36635
23;Y62691;O22021;"18a esq47";6761;;;949;928;925;880;663;646;674;475;627;637;671;556;8632
23;Y04043;H13090;"Calle 200 # 1922";12772;;;1329;1300;1202;1369;1516;1477;1438;1154;1522;1457;1533;1270;16568
23;Y04044;H23100;"Calle 200 # 1922";12772;;;1519;1486;1480;1565;1800;1754;1707;1358;1791;1821;1916;1588;19784
23;K15805;K74817;"Industria # 454";6761;;;285;279;370;440;379;369;315;183;242;364;287;238;3751
23;H15807;K74810;"Amistad # 156";6761;;;95;93;92;98;95;92;45;20;27;91;96;79;924
23;P65509;G236630;CIPS;7369;;;2184;2135;2127;2249;2179;2123;2067;679;1880;2094;2204;1826;23748
23;P20639;J42623;CEDEL;7369;;;1709;1486;1480;1956;1895;1846;1797;679;1791;1821;1916;1588;19963
23;P27822;HB4941;IF;6670;;;2848;2785;2774;2934;2842;2770;2696;2037;2686;2732;2874;2382;32360
23;Z15147;C85222;ILL;6632;;;2184;2135;2127;2347;2274;2400;2336;679;2238;2094;2204;1826;24845
23;H66921;D75240;Antropología;6765;;;2848;2600;2774;2836;2747;2770;2696;1833;2596;2732;2779;2382;31593
23;278;B20266;OCPI;8025;;;12817;12070;15258;17116;20180;20772;16176;12559;19696;20033;16767;10718;194162
23;H71284;G76240;"Arch Nacional";8025;;;12722;12441;12392;13106;12695;12371;12042;9097;11997;12202;12839;10639;144542
23;579;H10250;"Calle 28 # 502";12652;;;3465;3389;4143;4929;5305;5909;5877;3510;5864;5099;3928;3573;54992
23;7681;H10240;"Calle 28 # 504";12652;;;2706;2646;3255;3873;4169;4736;4610;2851;4593;4007;2980;2731;43156
23;H48958;C30100;"MNHC - ACC";11966;;;1899;1857;1850;1956;1895;1846;1797;1358;1791;1821;1916;1588;21573
23;7348;H20610;"Calle 6 # 306";4821;;;1424;1393;1572;2054;1990;1939;1797;1358;1791;1821;1725;1429;20291
23;6802;H20640;"Calle 6 # 309";4821;;;2658;2600;2589;3130;3221;3231;3325;2783;3671;3733;3066;2541;36548
23;8417;A43260;"CEAC # 1";13925;;;11393;11141;12022;12910;14211;13986;12761;9556;12115;10927;11380;9865;142266
23;7729;A43240;"CEAC # 2";13925;;;10444;12246;18495;20539;23685;26773;27858;19687;33125;33691;28743;23818;279105
23;24586;A43250;"CEAC # 3";13925;;;949;928;1017;1418;1895;1293;1078;1154;1611;1821;1916;1548;16630
23;24585;A43230;"CEAC # 4";13925;;;0;0;7860;8509;8527;9232;8987;6789;8953;9106;9581;7939;85482
23;7825;A43220;"CEAC # 5";13925;;;2469;2692;3699;3521;2842;3601;2247;1629;3133;3642;3832;2064;35372
23;24587;A43245;"CEAC # 6";13925;;;95;93;185;196;189;185;135;136;627;364;479;476;3159
23;110;2343E20494;"Capitolio (C Norte)";211;;;29242;29303;30397;32431;31691;31879;31003;20190;31478;32143;32097;24958;356812
23;111;2343E20504;"Capitolio (Nodo)";211;;;2279;2212;2294;2448;2462;2463;2317;1523;2375;2426;2421;1826;27047
23;112;2343E20514;"Capitolio (ACC)";211;;;1329;1290;1337;1427;1435;1436;1350;888;1384;1414;1409;1112;15811
23;113;2343E20524;"Capitolio (C Sur)";211;;;10824;10491;10912;11629;11691;11697;10999;7230;11280;11473;11497;9003;128727
23;H15804;2303K74817;Carpintería;211;;;570;550;570;608;612;612;575;378;590;603;602;476;6745
23;9023;R10260;"Casa 5ta B y 88";7753;;;1329;1300;1387;1565;1611;1569;1528;1018;1522;1548;1629;1191;17197
23;Y74070;S33113;Kohly;211;;;1899;1857;2312;2445;2369;2308;2247;1018;2238;2459;1916;1588;24655
23;H30552;S74091;"Piquera Aguila # 564 ";211;;;427;418;416;489;474;508;485;305;492;455;431;357;5259
23;10090;B43051;"M # 260";211;;;17564;17176;19420;20539;21317;20772;19770;11880;20591;20943;18683;14688;223344
23;GTE_CODCLI;G10426;"GTEBH (Río Hondo y DREN)";13999;;;1899;1857;1850;1956;1895;1846;1797;1358;1791;1821;1916;1588;21573
23;Y76454;P10034;"DT La  Habana";11964;;;3560;3621;3699;4401;4737;4893;4583;2715;4476;4189;3832;3057;47764
24;250185;2409020200;"EST MET TAPASTE";211006749;;;427;418;416;440;426;415;404;305;403;410;431;357;5400
24;202281;2408230260;"EST MET GUINES";211006749;;;427;418;416;440;426;415;404;305;403;410;431;357;5400
24;309452;2403282735;"EST MET BAINOA";211006749;;;427;418;416;440;426;415;404;305;403;410;431;357;5400
24;404700;240200027;"EST MET MELENA DEL SUR";211006749;;;427;418;416;440;426;415;404;305;403;410;431;357;5400
24;151765;2410082032;"EST BATABANO";211006749;;;427;418;416;440;426;415;404;305;403;410;431;357;5400
25;70529;31013140140;"UPA Minist. Cienc. Tec. y Med. Amb.";211009363;;;2184;2043;2312;3227;3126;3878;3145;2240;3581;3642;3832;3176;36387
25;620474;47812O21166;"Organo CITMA Cienaga de Zapata";211009363;;;380;371;370;489;663;739;719;339;895;911;958;794;7628
25;7154;1,12812E+11;CSAM;211011783;;;1139;1114;1110;1174;1137;1108;1078;815;1074;1093;1150;953;12944
25;7083;1,12812E+11(2);"Oficina  Playa CSAM";211011783;;;285;279;370;293;379;369;270;204;269;273;287;238;3516
25;7158;1,12812E+11(3);"Reserva Ecológica Varahicacos";211011783;;;380;371;370;391;379;369;180;272;358;364;383;318;4135
25;621847;47812O211777;"SERVICITMA Motel C/Zapata";21107753;;;3513;3435;3514;3717;3600;3416;3684;2783;3402;3460;3641;3017;41183
25;73177;11013111510;"Casa del Científico";21107753;;;2336;2284;2275;2406;2331;2271;2570;1942;2202;2240;2357;1953;27166
25;100969;11117600166;"Base de Almacenes";21107753;;;33;32;32;34;33;32;31;24;31;32;34;28;378
25;70566;31013130300;"Archivo Historico Provincial Casa 38";211009363;;;380;371;370;391;379;369;359;272;358;364;383;318;4315
25;72793;31013150315;"Archivo Historico Provincial Casa 40";211009363;;;95;93;92;98;95;92;90;68;90;91;96;79;1079
25;167134;53125461020;"Archivo Historico Municipal Cárdenas";211009363;;;190;186;185;196;189;185;180;136;179;182;192;159;2157
25;211451;1,33219E+11;"Archivo Historico Municipal Colón";211009363;;;190;186;185;196;189;185;180;136;179;182;192;159;2157
25;70533;31013140250;"Centro Meteorogico Provincial Matanzas";211006749;;;1709;1634;1757;2787;2738;3130;2786;1969;2775;2777;2299;1905;28267
25;7151;1,12812E+11(4);"Estaciòn Meteorogica Varadero";211006749;;;380;357;305;342;388;443;386;272;385;401;412;341;4413
25;460766;36212180690;"Estaciòn Meteorològica Jovellanos";211006749;;;570;538;499;538;568;619;566;407;555;574;604;492;6530
25;421492;3812O15700;"Estaciòn Meteorològica Indio Hatuey";211006749;;;389;362;305;342;379;443;386;272;385;401;412;341;4418
25;205664;93219290050;"Estaciòn Meteorologica Colón";211006749;;;570;538;499;538;568;628;566;407;555;574;604;492;6540
25;649862;1312762700;"Estaciòn Meteorologica Unión de Reyes";211006749;;;389;362;305;342;379;443;386;272;385;401;412;341;4418
25;633467;2511710495;"Estaciòn Meteorologica Jaguey Grande";211006749;;;608;580;527;567;606;665;602;428;591;610;642;524;6950
25;616461;37842100067;"Estaciòn Meteorologica Playa Girón";211006749;;;418;409;314;362;417;471;422;292;412;428;450;365;4760
25;70779;31013390050;CIGET;211006761;;;1899;1578;1988;2934;2937;3047;3505;1969;2999;2459;2587;1747;29648
25;70420;31013O80220;"Oficina Territorial Normalizacion Mtzas";211009256;;;760;836;832;929;1042;1062;1033;509;940;820;862;611;10236
25;7205;1,12812E+11(5);"OTN Laboratorio Varadero";211009256;;;95;93;92;98;95;92;90;34;90;91;96;79;1045
25;621844;47812O70016;"Estación Ecológica Santo Tomás";211009363;;;190;186;185;196;189;185;180;136;179;182;192;159;2157
26;O22117;2609721160;"DELEG STA CLARA";211009364;;;1424;1393;1665;2054;2084;2216;2157;1147;2238;2003;1820;1350;21551
26;141190;2606145870;"DELEG CAIBARIEN";211009364;;;95;93;92;98;95;92;90;34;90;91;96;48;1013
26;O10793;2609613082;"ARCHIVO PROV";211009364;;;684;678;758;880;853;831;854;367;895;774;719;572;8863
26;354475;2607344140;"ARCHIVO REMEDIOS";211009364;;;142;139;162;196;208;203;198;68;192;182;168;139;1997
26;O23165;2609683037;CESAM;211012384;;;1236;1348;1444;1782;1849;1931;1844;748;1658;1550;1260;1044;17695
26;210318;2603802340;"CENTRO SAGUA";211009364;;;95;93;92;98;95;92;90;68;90;91;96;79;1079
26;209170;2603796957;"CENTRO ISABELA S";211009364;;;28;28;28;29;28;28;27;20;27;27;29;24;324
26;210483;2603942775;"EST MET SG";211006749;;;361;297;351;308;360;425;413;258;340;346;326;278;4063
26;P02316;2609300040;"EST MET YABU";211006749;;;760;692;740;670;758;739;719;509;716;728;699;603;8333
26;133854;2606303320;"EST MET CAIBARIEN";211006749;;;427;390;416;391;426;415;512;387;403;410;431;349;4959
26;250394;2613423690;"EST MET LA PIEDRA";211006749;;;541;478;527;391;540;526;512;353;466;474;398;357;5563
26;268;2609082820;"SEGEN MA";211007753;;;5697;5571;5826;6162;6253;6278;6111;4616;5819;5919;6324;5240;69814
26;O15087;2609691822;"CASA VISITA";211007753;;;1234;1207;1202;1271;1232;1200;1168;883;1164;1184;1246;1032;14023
26;O53089;2609800120;"CASA CIENTIFICO";211007753;;;1139;1114;1110;1174;1137;1108;1078;815;1074;1093;1150;953;12944
26;P12341;2609611149;ALMACEN;211007753;;;1424;1393;1387;1467;1611;1569;1528;1154;1343;1366;1629;1350;17220
26;O19892;2609761963;CIGET;211006761;;;760;743;906;968;938;877;773;204;797;820;757;635;9177
26;354;2609050260;OTN;211009257;;;13064;12651;15231;19238;20246;19635;18978;10093;18684;19004;19996;16574;203394
26;O52379;2609672640;"CASA VISITA OTN";211009257;;;123;115;120;127;123;122;119;90;116;118;125;99;1398
26;245877;2613423670;"EST SISM LA PIEDRA";211011962;;;570;557;555;587;568;554;539;407;537;546;575;476;6472
26;Nod_CODCLI(3);Nod_CRF(3);"Nodo citmatel";211012071;;;2407;2182;2747;2919;2766;3259;3325;2512;3447;3506;2683;1826;33578
27;I06468;2707F30810;Delegación;211006690;;;2848;2692;3329;3521;3695;3785;3595;2512;3312;3369;3353;2779;38791
27;I09274;2707H30635;"Gestión # 1";211006690;;;1253;1188;1295;1369;1421;1385;1348;815;1343;1366;1341;1032;15156
27;111110;2707K20580;"Gestión # 2";211006690;;;1044;1114;1110;1174;1232;1200;1168;679;1164;1093;1150;873;13000
27;I02559;2707C11040;Archivo;211006690;;;1187;1161;1156;1223;1232;1200;1168;679;1164;1184;1198;992;13542
27;778;2709700680;"Sede CEAC";211012073;;;9969;9284;10357;10954;10611;11263;1168;6110;11639;10198;10731;7145;109430
27;I00008;2707A10384;"Lab Costero";211012073;;;2089;2043;2219;2347;2274;2216;2336;1154;2328;2185;2299;1628;25118
27;H04871;2707361262;"Casa Visita";211012073;;;332;325;370;391;379;369;359;204;358;364;383;278;4113
27;A01536;2707805675;"Ofic Jardín Bot";211012072;;;2117;2033;2044;2171;2179;2123;2067;1358;2059;2049;2117;1755;24072
27;A01534;2707805680;"Casa Visita";211012072;;;380;306;518;548;531;517;503;224;501;510;632;524;5694
27;A02423;2707805090;"Est Bombeo";211012072;;;28;28;28;29;28;28;27;20;27;27;29;24;324
27;A01535;2707805685;Comercial;211012072;;;541;492;647;685;663;646;629;285;627;637;671;556;7079
27;I19821;2707P94428;CPM;211006749;;;3798;3714;4624;4890;4737;4616;4493;3394;4476;4553;4791;3970;52056
27;2155;2706371000;"Radar Pico SJ";211006749;;;4747;4642;4809;5868;6063;6278;5931;4481;5909;6101;6036;4922;65787
27;L00973;2707B50140;"Est Cfgos";211006749;;;475;371;462;489;568;554;539;407;537;546;479;397;5826
27;E06749;2701522520;"Est Aguada";211006749;;;475;371;462;489;568;554;539;407;537;546;479;397;5826
27;I17592;2707O32782;OTN;211009673;;;1234;1114;1480;1565;1895;1846;1797;611;1791;1275;1246;953;16806
27;I09273;2707H30630;CIGET;211006761;;;2611;2553;2543;2836;2747;2677;2516;1833;2596;2641;2779;2223;30556
27;I35569;2707K20630;ORASEN;211012652;;;1804;1764;1757;1858;1800;1754;1707;1290;1701;1730;1820;1508;20495
27;I35556;2707E21450;CITMATEL;211012071;;;570;511;583;699;701;840;809;611;886;901;766;476;8354
28;Del_CODCLI;993560;Delegación;6699;;;3893;3807;3884;4108;4320;4708;3684;2851;3939;3915;4120;3335;46564
28;Uni_CODCLI;X80380;"Unidad de Ciencia   y Tecnología";6699;;;1234;1207;1480;1663;1705;1846;1618;1222;1701;1912;1916;1508;19013
28;Uni_CODCLI(2);T73100;"Unidad de Medio Ambiente";6699;;;949;928;1017;1076;1326;1293;1078;815;1343;1275;1341;1032;13474
